Cereal,175
Noodles (spaghetti)(1 cup),159
Oatmeal (1/2 cup),66
Pizza (cheese)(1 slice),290
Rice white (1 cup),223
Rice brown (1 cup),232
Cornbread (1 square),178
Scrambled Eggs,300
Chicken x 2,220
Cake,250
Turkey Soup,120
Tortilla (1),85
Waffles,130
Hamburger bun (1),119
Black eye peas (1/2 cup),134
McDonald's chicken nuggets(4 pc),150
Tofu(1/2 block),400
