Noodles (spaghetti)(1 cup),159
McDonald's chicken nuggets(4 pc),150
Oatmeal (1/2 cup),66
Pizza (cheese)(1 slice),290
Rice white (1 cup),223
Rice brown (1 cup),232
Potato (1 large baked plain),220
Three-bean salad (1/2 cup),90
Grilled Cheese sandwich (1), 550
Snack wrap (1), 700
Corn (1/2 cup),89
Beans/Lima (1/2 cup cooked),108
Carrot (1 medium),31
Cornbread (1 square),178
Scrambled Eggs,300
Chicken,110
Cake,250
Turkey Soup,120
